Log start on,2024-05-08 18:24:32
Feature,Accelerometer
Nodes,AM1V420 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
08/05/2024 18:24:32.426,61,AM1V420 @1F3E5C,22955,DF036B0092FF,991,107,-110,,STANDING
08/05/2024 18:24:32.524,159,AM1V420 @1F3E5C,22967,D90374007EFF,985,116,-130,,STANDING
08/05/2024 18:24:32.525,160,AM1V420 @1F3E5C,22970,DB03760073FF,987,118,-141,,STANDING
08/05/2024 18:24:32.574,209,AM1V420 @1F3E5C,22972,DD03720081FF,989,114,-127,,STANDING
08/05/2024 18:24:32.580,214,AM1V420 @1F3E5C,22975,D9036F008CFF,985,111,-116,,STANDING
08/05/2024 18:24:32.580,215,AM1V420 @1F3E5C,22977,D8036F0094FF,984,111,-108,,STANDING
08/05/2024 18:24:32.623,258,AM1V420 @1F3E5C,22980,D5036E0085FF,981,110,-123,,STANDING
08/05/2024 18:24:32.623,258,AM1V420 @1F3E5C,22982,D8036F0084FF,984,111,-124,,STANDING
08/05/2024 18:24:32.671,306,AM1V420 @1F3E5C,22987,D7036F008DFF,983,111,-115,,STANDING
08/05/2024 18:24:32.671,306,AM1V420 @1F3E5C,22985,DA0373007BFF,986,115,-133,,STANDING
08/05/2024 18:24:32.723,358,AM1V420 @1F3E5C,22992,DA036F0086FF,986,111,-122,,STANDING
08/05/2024 18:24:32.723,359,AM1V420 @1F3E5C,22995,DB03710081FF,987,113,-127,,STANDING
08/05/2024 18:24:32.723,357,AM1V420 @1F3E5C,22990,DB036B008FFF,987,107,-113,,STANDING
08/05/2024 18:24:32.770,405,AM1V420 @1F3E5C,22997,DA036F0083FF,986,111,-125,,STANDING
08/05/2024 18:24:32.771,406,AM1V420 @1F3E5C,23000,DA03720088FF,986,114,-120,,STANDING
08/05/2024 18:24:32.818,455,AM1V420 @1F3E5C,23007,DA036C0088FF,986,108,-120,,STANDING
08/05/2024 18:24:32.819,454,AM1V420 @1F3E5C,23005,DA036F0086FF,986,111,-122,,STANDING
08/05/2024 18:24:32.821,453,AM1V420 @1F3E5C,23002,D803710088FF,984,113,-120,,STANDING
08/05/2024 18:24:32.868,504,AM1V420 @1F3E5C,23012,D8036F0088FF,984,111,-120,,STANDING
08/05/2024 18:24:32.867,502,AM1V420 @1F3E5C,23010,D9036E0086FF,985,110,-122,,STANDING
08/05/2024 18:24:32.915,550,AM1V420 @1F3E5C,23015,D603710086FF,982,113,-122,,STANDING
08/05/2024 18:24:32.920,555,AM1V420 @1F3E5C,23020,D6036F0083FF,982,111,-125,,STANDING
08/05/2024 18:24:32.919,554,AM1V420 @1F3E5C,23017,D8036F0083FF,984,111,-125,,STANDING
08/05/2024 18:24:32.963,598,AM1V420 @1F3E5C,23022,DA036E0083FF,986,110,-125,,STANDING
08/05/2024 18:24:32.965,600,AM1V420 @1F3E5C,23025,D6036F0085FF,982,111,-123,,STANDING
08/05/2024 18:24:33.013,648,AM1V420 @1F3E5C,23027,D903710083FF,985,113,-125,,STANDING
08/05/2024 18:24:33.014,649,AM1V420 @1F3E5C,23030,DD036F0082FF,989,111,-126,,STANDING
08/05/2024 18:24:33.014,649,AM1V420 @1F3E5C,23032,D903710085FF,985,113,-123,,STANDING
08/05/2024 18:24:33.062,696,AM1V420 @1F3E5C,23035,D303700084FF,979,112,-124,,STANDING
08/05/2024 18:24:33.064,699,AM1V420 @1F3E5C,23037,D80376007CFF,984,118,-132,,STANDING
08/05/2024 18:24:33.109,744,AM1V420 @1F3E5C,23040,D7036D0082FF,983,109,-126,,STANDING
08/05/2024 18:24:33.110,745,AM1V420 @1F3E5C,23042,D5036A0086FF,981,106,-122,,STANDING
08/05/2024 18:24:33.160,795,AM1V420 @1F3E5C,23045,D303760072FF,979,118,-142,,STANDING
08/05/2024 18:24:33.162,797,AM1V420 @1F3E5C,23050,D5036A008EFF,981,106,-114,,STANDING
08/05/2024 18:24:33.160,796,AM1V420 @1F3E5C,23047,D403720085FF,980,114,-123,,STANDING
08/05/2024 18:24:33.209,843,AM1V420 @1F3E5C,23052,D503700078FF,981,112,-136,,STANDING
08/05/2024 18:24:33.210,845,AM1V420 @1F3E5C,23055,D703770077FF,983,119,-137,,STANDING
08/05/2024 18:24:33.258,893,AM1V420 @1F3E5C,23060,D803740085FF,984,116,-123,,STANDING
08/05/2024 18:24:33.256,891,AM1V420 @1F3E5C,23057,DA03700077FF,986,112,-137,,STANDING
08/05/2024 18:24:33.260,895,AM1V420 @1F3E5C,23062,D503720081FF,981,114,-127,,STANDING
08/05/2024 18:24:33.304,939,AM1V420 @1F3E5C,23065,D8036D007BFF,984,109,-133,,STANDING
08/05/2024 18:24:33.305,940,AM1V420 @1F3E5C,23067,D4036C007DFF,980,108,-131,,STANDING
08/05/2024 18:24:33.354,989,AM1V420 @1F3E5C,23070,D5036B0077FF,981,107,-137,,STANDING
08/05/2024 18:24:33.402,1036,AM1V420 @1F3E5C,23081,D70374007BFF,983,116,-133,,STANDING
08/05/2024 18:24:33.451,1086,AM1V420 @1F3E5C,23082,D80374007BFF,984,116,-133,,STANDING
08/05/2024 18:24:33.451,1086,AM1V420 @1F3E5C,23085,D60372007CFF,982,114,-132,,STANDING
08/05/2024 18:24:33.451,1085,AM1V420 @1F3E5C,23081,D90371007CFF,985,113,-132,,STANDING
08/05/2024 18:24:33.500,1135,AM1V420 @1F3E5C,23090,D90374007EFF,985,116,-130,,STANDING
08/05/2024 18:24:33.499,1134,AM1V420 @1F3E5C,23087,D903770079FF,985,119,-135,,STANDING
08/05/2024 18:24:33.505,1140,AM1V420 @1F3E5C,23092,D70372007FFF,983,114,-129,,STANDING
08/05/2024 18:24:33.551,1186,AM1V420 @1F3E5C,23095,D60370007CFF,982,112,-132,,STANDING
08/05/2024 18:24:33.551,1186,AM1V420 @1F3E5C,23097,D6036F0084FF,982,111,-124,,STANDING
08/05/2024 18:24:33.599,1234,AM1V420 @1F3E5C,23105,DB03700083FF,987,112,-125,,STANDING
08/05/2024 18:24:33.596,1231,AM1V420 @1F3E5C,23100,D503760080FF,981,118,-128,,STANDING
08/05/2024 18:24:33.597,1232,AM1V420 @1F3E5C,23102,D70373007EFF,983,115,-130,,STANDING
08/05/2024 18:24:33.646,1281,AM1V420 @1F3E5C,23107,D50374007BFF,981,116,-133,,STANDING
