Log start on,2022-12-21 18:53:46
Feature,Gyroscope
Nodes,AM1V420 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (dps),Y (dps),Z (dps),
21/12/2022 18:53:46.594,51,AM1V420 @1F3E5C,189520,08000400FDFF,0.8,0.4,-0.3,,STANDING
21/12/2022 18:53:46.641,98,AM1V420 @1F3E5C,189525,08000900FEFF,0.8,0.9,-0.2,,STANDING
21/12/2022 18:53:46.641,98,AM1V420 @1F3E5C,189522,0B000300FEFF,1.1,0.3,-0.2,,STANDING
21/12/2022 18:53:46.643,100,AM1V420 @1F3E5C,189527,00000700FFFF,0.0,0.7,-0.1,,STANDING
21/12/2022 18:53:46.690,147,AM1V420 @1F3E5C,189530,0B00F5FFFCFF,1.1,-1.1,-0.4,,STANDING
21/12/2022 18:53:46.692,149,AM1V420 @1F3E5C,189532,FEFF07000000,-0.2,0.7,0.0,,STANDING
21/12/2022 18:53:46.741,198,AM1V420 @1F3E5C,189537,0000F2FFFAFF,0.0,-1.4,-0.6,,STANDING
21/12/2022 18:53:46.740,197,AM1V420 @1F3E5C,189535,FAFF0000FFFF,-0.6,0.0,-0.1,,STANDING
21/12/2022 18:53:46.789,246,AM1V420 @1F3E5C,189542,110003000000,1.7,0.3,0.0,,STANDING
21/12/2022 18:53:46.789,246,AM1V420 @1F3E5C,189540,0B00FDFFFEFF,1.1,-0.3,-0.2,,STANDING
21/12/2022 18:53:46.791,248,AM1V420 @1F3E5C,189545,0600FEFF0000,0.6,-0.2,0.0,,STANDING
21/12/2022 18:53:46.838,295,AM1V420 @1F3E5C,189547,0300FEFFFEFF,0.3,-0.2,-0.2,,STANDING
21/12/2022 18:53:46.839,296,AM1V420 @1F3E5C,189550,04000200FEFF,0.4,0.2,-0.2,,STANDING
21/12/2022 18:53:46.886,343,AM1V420 @1F3E5C,189552,05000600FFFF,0.5,0.6,-0.1,,STANDING
21/12/2022 18:53:46.887,344,AM1V420 @1F3E5C,189555,060009000200,0.6,0.9,0.2,,STANDING
21/12/2022 18:53:46.888,345,AM1V420 @1F3E5C,189557,040007000300,0.4,0.7,0.3,,STANDING
21/12/2022 18:53:46.934,391,AM1V420 @1F3E5C,189560,020003000200,0.2,0.3,0.2,,STANDING
21/12/2022 18:53:46.935,392,AM1V420 @1F3E5C,189562,020007000300,0.2,0.7,0.3,,STANDING
21/12/2022 18:53:46.983,440,AM1V420 @1F3E5C,189567,030001000000,0.3,0.1,0.0,,STANDING
21/12/2022 18:53:46.984,441,AM1V420 @1F3E5C,189570,020009000100,0.2,0.9,0.1,,STANDING
21/12/2022 18:53:46.983,440,AM1V420 @1F3E5C,189565,000018000200,0.0,2.4,0.2,,STANDING
21/12/2022 18:53:47.034,491,AM1V420 @1F3E5C,189572,070011000200,0.7,1.7,0.2,,STANDING
21/12/2022 18:53:47.034,491,AM1V420 @1F3E5C,189575,040010000200,0.4,1.6,0.2,,STANDING
21/12/2022 18:53:47.081,538,AM1V420 @1F3E5C,189580,FBFF0A00FEFF,-0.5,1.0,-0.2,,STANDING
21/12/2022 18:53:47.081,538,AM1V420 @1F3E5C,189577,000010000000,0.0,1.6,0.0,,STANDING
21/12/2022 18:53:47.131,588,AM1V420 @1F3E5C,189587,FDFF0D000100,-0.3,1.3,0.1,,STANDING
21/12/2022 18:53:47.131,588,AM1V420 @1F3E5C,189582,F7FF0700FFFF,-0.9,0.7,-0.1,,STANDING
21/12/2022 18:53:47.131,588,AM1V420 @1F3E5C,189585,F9FF09000000,-0.7,0.9,0.0,,STANDING
21/12/2022 18:53:47.180,637,AM1V420 @1F3E5C,189590,FEFF0B000100,-0.2,1.1,0.1,,STANDING
21/12/2022 18:53:47.180,637,AM1V420 @1F3E5C,189592,FDFF0A000000,-0.3,1.0,0.0,,STANDING
21/12/2022 18:53:47.230,687,AM1V420 @1F3E5C,189595,FBFF0B000100,-0.5,1.1,0.1,,STANDING
21/12/2022 18:53:47.230,687,AM1V420 @1F3E5C,189597,F9FF0C000100,-0.7,1.2,0.1,,STANDING
21/12/2022 18:53:47.231,688,AM1V420 @1F3E5C,189600,F8FF0C000100,-0.8,1.2,0.1,,STANDING
