Log start on,2023-01-08 14:09:15
Feature,Magnetometer
Nodes,AM1V420 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa),
08/01/2023 14:09:15.979,31,AM1V420 @1F3E5C,111856,14FED4FDFF00,-492,-556,255,,WALKING
08/01/2023 14:09:16.026,78,AM1V420 @1F3E5C,111861,20FECBFD0201,-480,-565,258,,WALKING
08/01/2023 14:09:16.027,79,AM1V420 @1F3E5C,111864,1AFED5FDFA00,-486,-555,250,,WALKING
08/01/2023 14:09:16.076,128,AM1V420 @1F3E5C,111869,20FED1FDFA00,-480,-559,250,,WALKING
08/01/2023 14:09:16.076,128,AM1V420 @1F3E5C,111866,19FEC9FDFD00,-487,-567,253,,WALKING
08/01/2023 14:09:16.078,130,AM1V420 @1F3E5C,111871,26FEC9FDFC00,-474,-567,252,,WALKING
08/01/2023 14:09:16.125,177,AM1V420 @1F3E5C,111874,1FFEC9FDFA00,-481,-567,250,,WALKING
08/01/2023 14:09:16.126,178,AM1V420 @1F3E5C,111876,19FED2FD0001,-487,-558,256,,WALKING
08/01/2023 14:09:16.175,227,AM1V420 @1F3E5C,111879,20FECEFDFD00,-480,-562,253,,WALKING
08/01/2023 14:09:16.175,227,AM1V420 @1F3E5C,111881,20FED2FDF600,-480,-558,246,,WALKING
08/01/2023 14:09:16.224,276,AM1V420 @1F3E5C,111884,22FECEFD0301,-478,-562,259,,WALKING
08/01/2023 14:09:16.224,276,AM1V420 @1F3E5C,111889,3DFEBDFDF300,-451,-579,243,,WALKING
08/01/2023 14:09:16.224,276,AM1V420 @1F3E5C,111886,28FED1FDF700,-472,-559,247,,WALKING
08/01/2023 14:09:16.274,326,AM1V420 @1F3E5C,111891,3AFEC3FDFA00,-454,-573,250,,WALKING
08/01/2023 14:09:16.275,327,AM1V420 @1F3E5C,111894,37FEBDFDF900,-457,-579,249,,WALKING
08/01/2023 14:09:16.321,373,AM1V420 @1F3E5C,111896,3AFEC9FDF900,-454,-567,249,,WALKING
08/01/2023 14:09:16.323,375,AM1V420 @1F3E5C,111899,3AFEBDFDF000,-454,-579,240,,WALKING
08/01/2023 14:09:16.323,375,AM1V420 @1F3E5C,111901,3BFEC3FDEB00,-453,-573,235,,WALKING
08/01/2023 14:09:16.371,423,AM1V420 @1F3E5C,111904,3DFECCFDF600,-451,-564,246,,WALKING
08/01/2023 14:09:16.371,423,AM1V420 @1F3E5C,111906,3DFEC5FDF600,-451,-571,246,,WALKING
08/01/2023 14:09:16.419,471,AM1V420 @1F3E5C,111914,3BFECFFD0001,-453,-561,256,,WALKING
08/01/2023 14:09:16.418,470,AM1V420 @1F3E5C,111909,3AFEBFFDFF00,-454,-577,255,,WALKING
