Log start on,2023-01-07 14:08:02
Feature,Magnetometer
Nodes,AM1V420 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa),
07/01/2023 14:08:04.816,2715,AM1V420 @1F3E5C,244274,C3FF97FEDEFF,-61,-361,-34,,WALKING
07/01/2023 14:08:04.861,2760,AM1V420 @1F3E5C,244282,C6FF94FEE1FF,-58,-364,-31,,WALKING
07/01/2023 14:08:04.861,2760,AM1V420 @1F3E5C,244284,C9FF9EFEDEFF,-55,-354,-34,,WALKING
07/01/2023 14:08:04.910,2809,AM1V420 @1F3E5C,244287,C0FF9DFEE2FF,-64,-355,-30,,WALKING
07/01/2023 14:08:04.911,2810,AM1V420 @1F3E5C,244292,D5FF9DFEF1FF,-43,-355,-15,,WALKING
07/01/2023 14:08:04.911,2810,AM1V420 @1F3E5C,244289,D0FF92FEEEFF,-48,-366,-18,,WALKING
07/01/2023 14:08:04.959,2858,AM1V420 @1F3E5C,244297,D9FFA0FEF3FF,-39,-352,-13,,WALKING
07/01/2023 14:08:04.959,2858,AM1V420 @1F3E5C,244294,D6FFA1FEEDFF,-42,-351,-19,,WALKING
07/01/2023 14:08:05.007,2906,AM1V420 @1F3E5C,244299,E4FFA3FEF6FF,-28,-349,-10,,WALKING
07/01/2023 14:08:05.011,2910,AM1V420 @1F3E5C,244302,E1FFA9FEF7FF,-31,-343,-9,,WALKING
07/01/2023 14:08:05.057,2956,AM1V420 @1F3E5C,244307,F0FFC7FEFAFF,-16,-313,-6,,WALKING
07/01/2023 14:08:05.056,2955,AM1V420 @1F3E5C,244304,E8FFB9FEF7FF,-24,-327,-9,,WALKING
07/01/2023 14:08:05.059,2958,AM1V420 @1F3E5C,244309,E4FFC5FE0000,-28,-315,0,,WALKING
07/01/2023 14:08:05.105,3004,AM1V420 @1F3E5C,244312,E2FFC4FE0900,-30,-316,9,,WALKING
07/01/2023 14:08:05.105,3004,AM1V420 @1F3E5C,244314,DCFFB8FE0400,-36,-328,4,,WALKING
07/01/2023 14:08:05.154,3053,AM1V420 @1F3E5C,244317,D9FFAFFE0D00,-39,-337,13,,WALKING
07/01/2023 14:08:05.155,3054,AM1V420 @1F3E5C,244322,D0FFA0FE2500,-48,-352,37,,WALKING
07/01/2023 14:08:05.155,3054,AM1V420 @1F3E5C,244319,D6FFA6FE2200,-42,-346,34,,WALKING
07/01/2023 14:08:05.203,3102,AM1V420 @1F3E5C,244324,CDFF95FE3A00,-51,-363,58,,WALKING
07/01/2023 14:08:05.204,3103,AM1V420 @1F3E5C,244327,D6FF9EFE3D00,-42,-354,61,,WALKING
07/01/2023 14:08:05.252,3151,AM1V420 @1F3E5C,244329,D6FF9EFE3D00,-42,-354,61,,WALKING
07/01/2023 14:08:05.256,3155,AM1V420 @1F3E5C,244334,CAFF9DFE3F00,-54,-355,63,,WALKING
07/01/2023 14:08:05.255,3154,AM1V420 @1F3E5C,244332,CAFF9EFE4000,-54,-354,64,,WALKING
07/01/2023 14:08:05.303,3202,AM1V420 @1F3E5C,244337,C3FF9EFE3D00,-61,-354,61,,WALKING
07/01/2023 14:08:05.304,3203,AM1V420 @1F3E5C,244339,C4FF98FE3F00,-60,-360,63,,WALKING
07/01/2023 14:08:05.350,3249,AM1V420 @1F3E5C,244344,BEFF8CFE4B00,-66,-372,75,,WALKING
07/01/2023 14:08:05.349,3248,AM1V420 @1F3E5C,244342,BEFF95FE4900,-66,-363,73,,WALKING
07/01/2023 14:08:05.400,3299,AM1V420 @1F3E5C,244349,C0FF77FE5400,-64,-393,84,,WALKING
07/01/2023 14:08:05.400,3299,AM1V420 @1F3E5C,244352,B2FF62FE5800,-78,-414,88,,WALKING
07/01/2023 14:08:05.399,3298,AM1V420 @1F3E5C,244347,C1FF88FE5400,-63,-376,84,,WALKING
07/01/2023 14:08:05.446,3345,AM1V420 @1F3E5C,244354,B1FF4FFE5800,-79,-433,88,,WALKING
07/01/2023 14:08:05.449,3348,AM1V420 @1F3E5C,244357,AFFF3BFE6000,-81,-453,96,,WALKING
07/01/2023 14:08:05.495,3394,AM1V420 @1F3E5C,244359,A3FF23FE6300,-93,-477,99,,WALKING
07/01/2023 14:08:05.497,3396,AM1V420 @1F3E5C,244362,A3FF0EFE6600,-93,-498,102,,WALKING
07/01/2023 14:08:05.504,3403,AM1V420 @1F3E5C,244364,9CFFFEFD6300,-100,-514,99,,WALKING
07/01/2023 14:08:05.543,3442,AM1V420 @1F3E5C,244367,94FFF3FD6600,-108,-525,102,,WALKING
07/01/2023 14:08:05.546,3445,AM1V420 @1F3E5C,244369,9FFFEFFD6A00,-97,-529,106,,WALKING
07/01/2023 14:08:05.593,3492,AM1V420 @1F3E5C,244372,A2FFEDFD6700,-94,-531,103,,WALKING
07/01/2023 14:08:05.597,3496,AM1V420 @1F3E5C,244374,99FFF3FD6C00,-103,-525,108,,WALKING
07/01/2023 14:08:05.600,3499,AM1V420 @1F3E5C,244377,A0FFEFFD6A00,-96,-529,106,,WALKING
07/01/2023 14:08:05.641,3540,AM1V420 @1F3E5C,244379,A6FFF0FD6700,-90,-528,103,,WALKING
07/01/2023 14:08:05.644,3543,AM1V420 @1F3E5C,244382,A6FFF2FD6100,-90,-526,97,,WALKING
07/01/2023 14:08:05.690,3589,AM1V420 @1F3E5C,244384,A9FFF3FD6900,-87,-525,105,,WALKING
07/01/2023 14:08:05.690,3589,AM1V420 @1F3E5C,244387,A5FFECFD6000,-91,-532,96,,WALKING
07/01/2023 14:08:05.693,3592,AM1V420 @1F3E5C,244389,ABFFE7FD5B00,-85,-537,91,,WALKING
07/01/2023 14:08:05.738,3637,AM1V420 @1F3E5C,244392,B2FFE4FD5E00,-78,-540,94,,WALKING
07/01/2023 14:08:05.739,3638,AM1V420 @1F3E5C,244394,AFFFE4FD5800,-81,-540,88,,WALKING
07/01/2023 14:08:05.787,3686,AM1V420 @1F3E5C,244397,B1FFE3FD5D00,-79,-541,93,,WALKING
07/01/2023 14:08:05.790,3689,AM1V420 @1F3E5C,244399,B8FFE7FD5400,-72,-537,84,,WALKING
07/01/2023 14:08:05.840,3739,AM1V420 @1F3E5C,244402,BDFFE1FD5500,-67,-543,85,,WALKING
07/01/2023 14:08:05.842,3741,AM1V420 @1F3E5C,244404,C1FFE4FD5400,-63,-540,84,,WALKING
07/01/2023 14:08:05.842,3741,AM1V420 @1F3E5C,244407,C1FFE3FD4600,-63,-541,70,,WALKING
07/01/2023 14:08:05.889,3788,AM1V420 @1F3E5C,244412,C6FFD8FD5100,-58,-552,81,,WALKING
07/01/2023 14:08:05.886,3785,AM1V420 @1F3E5C,244409,BEFFE4FD4F00,-66,-540,79,,WALKING
07/01/2023 14:08:05.935,3834,AM1V420 @1F3E5C,244414,BEFFDDFD4900,-66,-547,73,,WALKING
07/01/2023 14:08:05.936,3835,AM1V420 @1F3E5C,244417,C6FFE1FD4600,-58,-543,70,,WALKING
07/01/2023 14:08:05.939,3838,AM1V420 @1F3E5C,244419,C4FFD7FD4800,-60,-553,72,,WALKING
