Log start on,2024-05-08 18:24:32
Feature,Magnetometer
Nodes,AM1V420 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa),
08/05/2024 18:24:32.398,33,AM1V420 @1F3E5C,22952,BFFDCEFD0F00,-577,-562,15,,STANDING
08/05/2024 18:24:32.524,159,AM1V420 @1F3E5C,22967,B3FDCEFD1500,-589,-562,21,,STANDING
08/05/2024 18:24:32.525,160,AM1V420 @1F3E5C,22970,BAFDCBFD0D00,-582,-565,13,,STANDING
08/05/2024 18:24:32.580,215,AM1V420 @1F3E5C,22975,B4FDC3FD1300,-588,-573,19,,STANDING
08/05/2024 18:24:32.579,214,AM1V420 @1F3E5C,22972,B1FDD2FD0F00,-591,-558,15,,STANDING
08/05/2024 18:24:32.580,215,AM1V420 @1F3E5C,22977,AEFDC9FD1000,-594,-567,16,,STANDING
08/05/2024 18:24:32.623,258,AM1V420 @1F3E5C,22980,B9FDC9FD1300,-583,-567,19,,STANDING
08/05/2024 18:24:32.624,259,AM1V420 @1F3E5C,22982,B7FDCEFD1000,-585,-562,16,,STANDING
08/05/2024 18:24:32.671,306,AM1V420 @1F3E5C,22985,B7FDC8FD1600,-585,-568,22,,STANDING
08/05/2024 18:24:32.671,306,AM1V420 @1F3E5C,22987,BCFDCCFD1300,-580,-564,19,,STANDING
08/05/2024 18:24:32.723,359,AM1V420 @1F3E5C,22995,B4FDC2FD1300,-588,-574,19,,STANDING
08/05/2024 18:24:32.723,357,AM1V420 @1F3E5C,22990,B4FDC6FD0F00,-588,-570,15,,STANDING
08/05/2024 18:24:32.723,358,AM1V420 @1F3E5C,22992,B7FDC8FD1200,-585,-568,18,,STANDING
08/05/2024 18:24:32.771,406,AM1V420 @1F3E5C,23000,B9FDD1FD1300,-583,-559,19,,STANDING
08/05/2024 18:24:32.770,405,AM1V420 @1F3E5C,22997,B1FDCCFD0C00,-591,-564,12,,STANDING
08/05/2024 18:24:32.819,454,AM1V420 @1F3E5C,23002,B4FDCCFD1600,-588,-564,22,,STANDING
08/05/2024 18:24:32.821,455,AM1V420 @1F3E5C,23005,B9FDD4FD0900,-583,-556,9,,STANDING
08/05/2024 18:24:32.821,456,AM1V420 @1F3E5C,23007,B7FDC9FD1000,-585,-567,16,,STANDING
08/05/2024 18:24:32.869,504,AM1V420 @1F3E5C,23012,B1FDCBFD1600,-591,-565,22,,STANDING
08/05/2024 18:24:32.869,503,AM1V420 @1F3E5C,23010,B9FDCCFD1000,-583,-564,16,,STANDING
08/05/2024 18:24:32.919,554,AM1V420 @1F3E5C,23017,B7FDC6FD1600,-585,-570,22,,STANDING
08/05/2024 18:24:32.917,552,AM1V420 @1F3E5C,23015,B4FDD1FD1300,-588,-559,19,,STANDING
08/05/2024 18:24:32.920,555,AM1V420 @1F3E5C,23020,B9FDC6FD1800,-583,-570,24,,STANDING
08/05/2024 18:24:32.963,598,AM1V420 @1F3E5C,23022,B6FDCFFD1300,-586,-561,19,,STANDING
08/05/2024 18:24:32.965,600,AM1V420 @1F3E5C,23025,AEFDC9FD1B00,-594,-567,27,,STANDING
08/05/2024 18:24:33.015,650,AM1V420 @1F3E5C,23032,B7FDC5FD1900,-585,-571,25,,STANDING
08/05/2024 18:24:33.014,649,AM1V420 @1F3E5C,23030,B4FDCBFD1300,-588,-565,19,,STANDING
08/05/2024 18:24:33.013,648,AM1V420 @1F3E5C,23027,B1FDCCFD1900,-591,-564,25,,STANDING
08/05/2024 18:24:33.064,699,AM1V420 @1F3E5C,23037,B4FDC8FD1500,-588,-568,21,,STANDING
08/05/2024 18:24:33.062,697,AM1V420 @1F3E5C,23035,B1FDC8FD1500,-591,-568,21,,STANDING
08/05/2024 18:24:33.109,744,AM1V420 @1F3E5C,23040,BCFDC8FD1600,-580,-568,22,,STANDING
08/05/2024 18:24:33.110,745,AM1V420 @1F3E5C,23042,B6FDCBFD1200,-586,-565,18,,STANDING
08/05/2024 18:24:33.160,796,AM1V420 @1F3E5C,23045,ADFDC5FD1800,-595,-571,24,,STANDING
08/05/2024 18:24:33.162,796,AM1V420 @1F3E5C,23047,B1FDCBFD1500,-591,-565,21,,STANDING
08/05/2024 18:24:33.162,797,AM1V420 @1F3E5C,23050,B3FDD1FD1500,-589,-559,21,,STANDING
08/05/2024 18:24:33.209,844,AM1V420 @1F3E5C,23052,B3FDC9FD1300,-589,-567,19,,STANDING
08/05/2024 18:24:33.210,845,AM1V420 @1F3E5C,23055,ADFDC5FD1300,-595,-571,19,,STANDING
08/05/2024 18:24:33.257,892,AM1V420 @1F3E5C,23057,BDFDC8FD1600,-579,-568,22,,STANDING
08/05/2024 18:24:33.258,893,AM1V420 @1F3E5C,23060,B4FDC9FD1C00,-588,-567,28,,STANDING
08/05/2024 18:24:33.260,895,AM1V420 @1F3E5C,23062,BAFDCBFD1500,-582,-565,21,,STANDING
08/05/2024 18:24:33.305,940,AM1V420 @1F3E5C,23065,B3FDCEFD1B00,-589,-562,27,,STANDING
08/05/2024 18:24:33.306,941,AM1V420 @1F3E5C,23067,BCFDD2FD1500,-580,-558,21,,STANDING
08/05/2024 18:24:33.354,989,AM1V420 @1F3E5C,23070,BAFDCBFD2100,-582,-565,33,,STANDING
08/05/2024 18:24:33.402,1037,AM1V420 @1F3E5C,23081,B0FDCBFD1600,-592,-565,22,,STANDING
08/05/2024 18:24:33.451,1086,AM1V420 @1F3E5C,23081,B9FDC3FD2100,-583,-573,33,,STANDING
08/05/2024 18:24:33.451,1086,AM1V420 @1F3E5C,23085,B0FDCBFD1C00,-592,-565,28,,STANDING
08/05/2024 18:24:33.451,1086,AM1V420 @1F3E5C,23082,B4FDCCFD1200,-588,-564,18,,STANDING
08/05/2024 18:24:33.500,1135,AM1V420 @1F3E5C,23087,B7FDC5FD1800,-585,-571,24,,STANDING
08/05/2024 18:24:33.499,1135,AM1V420 @1F3E5C,23090,B4FDC8FD1C00,-588,-568,28,,STANDING
08/05/2024 18:24:33.505,1140,AM1V420 @1F3E5C,23092,B6FDCBFD1F00,-586,-565,31,,STANDING
08/05/2024 18:24:33.551,1186,AM1V420 @1F3E5C,23097,B6FDC6FD1800,-586,-570,24,,STANDING
08/05/2024 18:24:33.551,1186,AM1V420 @1F3E5C,23095,ABFDC5FD1600,-597,-571,22,,STANDING
08/05/2024 18:24:33.597,1232,AM1V420 @1F3E5C,23102,B0FDCEFD1B00,-592,-562,27,,STANDING
08/05/2024 18:24:33.599,1234,AM1V420 @1F3E5C,23105,BAFDCEFD1300,-582,-562,19,,STANDING
08/05/2024 18:24:33.597,1231,AM1V420 @1F3E5C,23100,BAFDCCFD1900,-582,-564,25,,STANDING
08/05/2024 18:24:33.647,1282,AM1V420 @1F3E5C,23110,ABFDCFFD1C00,-597,-561,28,,STANDING
08/05/2024 18:24:33.646,1281,AM1V420 @1F3E5C,23107,B9FDCEFD1800,-583,-562,24,,STANDING
08/05/2024 18:24:33.697,1332,AM1V420 @1F3E5C,23117,B3FDC8FD1B00,-589,-568,27,,STANDING
08/05/2024 18:24:33.695,1330,AM1V420 @1F3E5C,23112,B9FDC9FD1F00,-583,-567,31,,STANDING
08/05/2024 18:24:33.696,1331,AM1V420 @1F3E5C,23115,B3FDC8FD1900,-589,-568,25,,STANDING
08/05/2024 18:24:33.745,1380,AM1V420 @1F3E5C,23120,AEFDC8FD1B00,-594,-568,27,,STANDING
08/05/2024 18:24:33.745,1380,AM1V420 @1F3E5C,23122,B4FDD4FD1600,-588,-556,22,,STANDING
08/05/2024 18:24:33.792,1427,AM1V420 @1F3E5C,23125,B0FDC8FD1C00,-592,-568,28,,STANDING
08/05/2024 18:24:33.793,1428,AM1V420 @1F3E5C,23130,AEFDC2FD1B00,-594,-574,27,,STANDING
08/05/2024 18:24:33.792,1427,AM1V420 @1F3E5C,23127,AEFDCFFD2200,-594,-561,34,,STANDING
08/05/2024 18:24:33.842,1477,AM1V420 @1F3E5C,23135,B7FDC8FD1C00,-585,-568,28,,STANDING
08/05/2024 18:24:33.841,1476,AM1V420 @1F3E5C,23132,B6FDCEFD1E00,-586,-562,30,,STANDING
08/05/2024 18:24:33.890,1525,AM1V420 @1F3E5C,23137,AEFDCEFD1500,-594,-562,21,,STANDING
08/05/2024 18:24:33.890,1525,AM1V420 @1F3E5C,23140,B1FDCBFD1B00,-591,-565,27,,STANDING
08/05/2024 18:24:33.939,1574,AM1V420 @1F3E5C,23147,B7FDCBFD1B00,-585,-565,27,,STANDING
08/05/2024 18:24:33.938,1573,AM1V420 @1F3E5C,23145,AEFDC8FD1600,-594,-568,22,,STANDING
08/05/2024 18:24:33.938,1573,AM1V420 @1F3E5C,23142,B6FDCEFD1900,-586,-562,25,,STANDING
08/05/2024 18:24:33.987,1622,AM1V420 @1F3E5C,23150,B0FDCBFD1800,-592,-565,24,,STANDING
08/05/2024 18:24:33.988,1623,AM1V420 @1F3E5C,23152,BCFDCEFD1E00,-580,-562,30,,STANDING
08/05/2024 18:24:34.035,1671,AM1V420 @1F3E5C,23155,B0FDC9FD1C00,-592,-567,28,,STANDING
08/05/2024 18:24:34.037,1672,AM1V420 @1F3E5C,23160,AEFDC9FD1B00,-594,-567,27,,STANDING
08/05/2024 18:24:34.035,1671,AM1V420 @1F3E5C,23157,B6FDCBFD1300,-586,-565,19,,STANDING
08/05/2024 18:24:34.085,1720,AM1V420 @1F3E5C,23162,B6FDCFFD1900,-586,-561,25,,STANDING
08/05/2024 18:24:34.085,1720,AM1V420 @1F3E5C,23165,B1FDCEFD1800,-591,-562,24,,STANDING
08/05/2024 18:24:34.134,1769,AM1V420 @1F3E5C,23170,B6FDCBFD1500,-586,-565,21,,STANDING
08/05/2024 18:24:34.135,1770,AM1V420 @1F3E5C,23172,B3FDC9FD1900,-589,-567,25,,STANDING
08/05/2024 18:24:34.133,1768,AM1V420 @1F3E5C,23167,AEFDCCFD1200,-594,-564,18,,STANDING
08/05/2024 18:24:34.182,1817,AM1V420 @1F3E5C,23175,B3FDC8FD1200,-589,-568,18,,STANDING
08/05/2024 18:24:34.183,1819,AM1V420 @1F3E5C,23177,B6FDCBFD1C00,-586,-565,28,,STANDING
08/05/2024 18:24:34.232,1867,AM1V420 @1F3E5C,23182,B0FDC2FD1500,-592,-574,21,,STANDING
08/05/2024 18:24:34.232,1867,AM1V420 @1F3E5C,23180,AAFDC9FD1300,-598,-567,19,,STANDING
08/05/2024 18:24:34.280,1916,AM1V420 @1F3E5C,23190,B4FDC9FD1C00,-588,-567,28,,STANDING
08/05/2024 18:24:34.280,1915,AM1V420 @1F3E5C,23185,B1FDD4FD1600,-591,-556,22,,STANDING
08/05/2024 18:24:34.280,1915,AM1V420 @1F3E5C,23187,B4FDC8FD1500,-588,-568,21,,STANDING
08/05/2024 18:24:34.329,1964,AM1V420 @1F3E5C,23192,B6FDC8FD1900,-586,-568,25,,STANDING
08/05/2024 18:24:34.334,1969,AM1V420 @1F3E5C,23195,AEFDC8FD1800,-594,-568,24,,STANDING
08/05/2024 18:24:34.381,2016,AM1V420 @1F3E5C,23200,BCFDC8FD1B00,-580,-568,27,,STANDING
08/05/2024 18:24:34.380,2015,AM1V420 @1F3E5C,23197,B0FDCEFD1300,-592,-562,19,,STANDING
08/05/2024 18:24:34.475,2110,AM1V420 @1F3E5C,23211,B3FDCEFD1E00,-589,-562,30,,STANDING
08/05/2024 18:24:34.486,2121,AM1V420 @1F3E5C,23215,B4FDCCFD1B00,-588,-564,27,,STANDING
08/05/2024 18:24:34.486,2121,AM1V420 @1F3E5C,23212,B4FDCFFD1300,-588,-561,19,,STANDING
08/05/2024 18:24:34.485,2120,AM1V420 @1F3E5C,23211,B4FDC9FD1500,-588,-567,21,,STANDING
08/05/2024 18:24:34.526,2161,AM1V420 @1F3E5C,23217,B4FDC5FD1500,-588,-571,21,,STANDING
08/05/2024 18:24:34.526,2161,AM1V420 @1F3E5C,23220,B7FDC0FD1200,-585,-576,18,,STANDING
08/05/2024 18:24:34.573,2208,AM1V420 @1F3E5C,23225,B7FDCCFD1600,-585,-564,22,,STANDING
08/05/2024 18:24:34.572,2207,AM1V420 @1F3E5C,23222,B1FDCCFD1000,-591,-564,16,,STANDING
08/05/2024 18:24:34.576,2211,AM1V420 @1F3E5C,23227,ADFDCCFD1600,-595,-564,22,,STANDING
08/05/2024 18:24:34.627,2262,AM1V420 @1F3E5C,23232,B3FDC3FD1600,-589,-573,22,,STANDING
08/05/2024 18:24:34.626,2261,AM1V420 @1F3E5C,23230,B7FDD5FD2100,-585,-555,33,,STANDING
08/05/2024 18:24:34.669,2304,AM1V420 @1F3E5C,23235,BAFDCBFD1900,-582,-565,25,,STANDING
08/05/2024 18:24:34.673,2308,AM1V420 @1F3E5C,23237,B4FDCBFD1200,-588,-565,18,,STANDING
08/05/2024 18:24:34.719,2354,AM1V420 @1F3E5C,23240,BAFDC8FD1800,-582,-568,24,,STANDING
08/05/2024 18:24:34.728,2363,AM1V420 @1F3E5C,23242,B6FDC9FD1900,-586,-567,25,,STANDING
08/05/2024 18:24:34.728,2363,AM1V420 @1F3E5C,23245,B7FDC5FD1B00,-585,-571,27,,STANDING
08/05/2024 18:24:34.769,2404,AM1V420 @1F3E5C,23250,B9FDCBFD1B00,-583,-565,27,,STANDING
08/05/2024 18:24:34.768,2403,AM1V420 @1F3E5C,23247,B3FDC9FD1800,-589,-567,24,,STANDING
08/05/2024 18:24:34.816,2451,AM1V420 @1F3E5C,23252,B1FDC9FD1C00,-591,-567,28,,STANDING
08/05/2024 18:24:34.817,2452,AM1V420 @1F3E5C,23255,B4FDCCFD1200,-588,-564,18,,STANDING
08/05/2024 18:24:34.823,2458,AM1V420 @1F3E5C,23257,B3FDC5FD1800,-589,-571,24,,STANDING
08/05/2024 18:24:34.865,2500,AM1V420 @1F3E5C,23260,B6FDCCFD1800,-586,-564,24,,STANDING
08/05/2024 18:24:34.866,2501,AM1V420 @1F3E5C,23262,B7FDCBFD1000,-585,-565,16,,STANDING
