Log start on,2022-12-31 13:34:18
Feature,Accelerometer
Nodes,AM1V420 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
31/12/2022 13:34:18.506,52,AM1V420 @1F3E5C,56843,F1031A000C00,1009,26,12,,STANDING
31/12/2022 13:34:18.595,146,AM1V420 @1F3E5C,56850,E4031E001100,996,30,17,,STANDING
31/12/2022 13:34:18.598,148,AM1V420 @1F3E5C,56853,E60321001300,998,33,19,,STANDING
31/12/2022 13:34:18.598,149,AM1V420 @1F3E5C,56855,E90323001300,1001,35,19,,STANDING
31/12/2022 13:34:18.647,198,AM1V420 @1F3E5C,56860,EA031E000900,1002,30,9,,STANDING
31/12/2022 13:34:18.646,197,AM1V420 @1F3E5C,56858,EA031F000F00,1002,31,15,,STANDING
31/12/2022 13:34:18.695,246,AM1V420 @1F3E5C,56865,E80323000D00,1000,35,13,,STANDING
31/12/2022 13:34:18.695,246,AM1V420 @1F3E5C,56863,E90321000900,1001,33,9,,STANDING
31/12/2022 13:34:18.697,248,AM1V420 @1F3E5C,56868,E70322000B00,999,34,11,,STANDING
31/12/2022 13:34:18.743,294,AM1V420 @1F3E5C,56870,E80322000C00,1000,34,12,,STANDING
31/12/2022 13:34:18.744,295,AM1V420 @1F3E5C,56873,EB0320000700,1003,32,7,,STANDING
31/12/2022 13:34:18.793,344,AM1V420 @1F3E5C,56875,EB031F000200,1003,31,2,,STANDING
31/12/2022 13:34:18.796,347,AM1V420 @1F3E5C,56880,EB0322000700,1003,34,7,,STANDING
31/12/2022 13:34:18.793,344,AM1V420 @1F3E5C,56878,EB0320000200,1003,32,2,,STANDING
31/12/2022 13:34:18.841,392,AM1V420 @1F3E5C,56885,EC0321000700,1004,33,7,,STANDING
31/12/2022 13:34:18.840,391,AM1V420 @1F3E5C,56883,EA0322000800,1002,34,8,,STANDING
31/12/2022 13:34:18.889,440,AM1V420 @1F3E5C,56888,EA031E000A00,1002,30,10,,STANDING
31/12/2022 13:34:18.890,441,AM1V420 @1F3E5C,56890,E70320000800,999,32,8,,STANDING
31/12/2022 13:34:18.939,489,AM1V420 @1F3E5C,56893,E9031E001100,1001,30,17,,STANDING
31/12/2022 13:34:18.939,490,AM1V420 @1F3E5C,56895,E60320001900,998,32,25,,STANDING
31/12/2022 13:34:18.940,490,AM1V420 @1F3E5C,56898,E80323000600,1000,35,6,,STANDING
31/12/2022 13:34:18.988,538,AM1V420 @1F3E5C,56900,EB031A001800,1003,26,24,,STANDING
31/12/2022 13:34:18.988,539,AM1V420 @1F3E5C,56903,EA0316001D00,1002,22,29,,STANDING
31/12/2022 13:34:19.035,586,AM1V420 @1F3E5C,56905,EE0314002000,1006,20,32,,STANDING
31/12/2022 13:34:19.037,587,AM1V420 @1F3E5C,56908,F8031A000A00,1016,26,10,,STANDING
31/12/2022 13:34:19.038,589,AM1V420 @1F3E5C,56910,F50320001600,1013,32,22,,STANDING
31/12/2022 13:34:19.085,636,AM1V420 @1F3E5C,56913,EF031B002100,1007,27,33,,STANDING
31/12/2022 13:34:19.086,637,AM1V420 @1F3E5C,56915,EB0310002A00,1003,16,42,,STANDING
31/12/2022 13:34:19.134,684,AM1V420 @1F3E5C,56918,E9030F001B00,1001,15,27,,STANDING
31/12/2022 13:34:19.135,685,AM1V420 @1F3E5C,56923,DF0308002300,991,8,35,,STANDING
31/12/2022 13:34:19.135,685,AM1V420 @1F3E5C,56920,E3030E001A00,995,14,26,,STANDING
31/12/2022 13:34:19.184,734,AM1V420 @1F3E5C,56925,E30308002500,995,8,37,,STANDING
31/12/2022 13:34:19.184,734,AM1V420 @1F3E5C,56928,ED030D002300,1005,13,35,,STANDING
31/12/2022 13:34:19.232,783,AM1V420 @1F3E5C,56933,E30310002D00,995,16,45,,STANDING
31/12/2022 13:34:19.232,782,AM1V420 @1F3E5C,56930,EB0309002200,1003,9,34,,STANDING
31/12/2022 13:34:19.281,832,AM1V420 @1F3E5C,56938,DE0318002800,990,24,40,,STANDING
31/12/2022 13:34:19.281,831,AM1V420 @1F3E5C,56935,DF0315002A00,991,21,42,,STANDING
31/12/2022 13:34:19.281,832,AM1V420 @1F3E5C,56940,E50315002700,997,21,39,,STANDING
31/12/2022 13:34:19.328,879,AM1V420 @1F3E5C,56943,E70313002D00,999,19,45,,STANDING
31/12/2022 13:34:19.330,881,AM1V420 @1F3E5C,56945,E80310003500,1000,16,53,,STANDING
31/12/2022 13:34:19.376,927,AM1V420 @1F3E5C,56948,E6030D003100,998,13,49,,STANDING
31/12/2022 13:34:19.376,927,AM1V420 @1F3E5C,56950,E10310002A00,993,16,42,,STANDING
31/12/2022 13:34:19.378,929,AM1V420 @1F3E5C,56953,DD0317002400,989,23,36,,STANDING
31/12/2022 13:34:19.425,976,AM1V420 @1F3E5C,56955,DF0318002C00,991,24,44,,STANDING
31/12/2022 13:34:19.427,978,AM1V420 @1F3E5C,56958,E50317003000,997,23,48,,STANDING
31/12/2022 13:34:19.474,1025,AM1V420 @1F3E5C,56960,EE0317003200,1006,23,50,,STANDING
31/12/2022 13:34:19.474,1025,AM1V420 @1F3E5C,56963,F10318003200,1009,24,50,,STANDING
31/12/2022 13:34:19.476,1027,AM1V420 @1F3E5C,56965,F4030E003000,1012,14,48,,STANDING
31/12/2022 13:34:19.522,1073,AM1V420 @1F3E5C,56968,F00308002F00,1008,8,47,,STANDING
31/12/2022 13:34:19.524,1074,AM1V420 @1F3E5C,56970,E9030C003000,1001,12,48,,STANDING
31/12/2022 13:34:19.572,1123,AM1V420 @1F3E5C,56975,E80311003500,1000,17,53,,STANDING
31/12/2022 13:34:19.573,1124,AM1V420 @1F3E5C,56978,F8030F003300,1016,15,51,,STANDING
31/12/2022 13:34:19.572,1122,AM1V420 @1F3E5C,56973,E20314003700,994,20,55,,STANDING
31/12/2022 13:34:19.620,1171,AM1V420 @1F3E5C,56980,070416003B00,1031,22,59,,STANDING
31/12/2022 13:34:19.622,1173,AM1V420 @1F3E5C,56983,120426003B00,1042,38,59,,STANDING
31/12/2022 13:34:19.670,1221,AM1V420 @1F3E5C,56985,10042A005000,1040,42,80,,STANDING
31/12/2022 13:34:19.673,1224,AM1V420 @1F3E5C,56988,F70338004F00,1015,56,79,,STANDING
31/12/2022 13:34:19.719,1270,AM1V420 @1F3E5C,56990,E9033D006400,1001,61,100,,STANDING
31/12/2022 13:34:19.720,1270,AM1V420 @1F3E5C,56993,DD0341006900,989,65,105,,STANDING
31/12/2022 13:34:19.720,1270,AM1V420 @1F3E5C,56995,D80344006100,984,68,97,,STANDING
31/12/2022 13:34:19.767,1317,AM1V420 @1F3E5C,56998,D70349006D00,983,73,109,,STANDING
