Log start on,2023-01-07 14:02:40
Feature,Accelerometer
Nodes,AM1V420 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
07/01/2023 14:02:40.087,6,AM1V420 @1F3E5C,203688,A703B8FF31FF,935,-72,-207,,WALKING
07/01/2023 14:02:40.182,101,AM1V420 @1F3E5C,203698,FB0400009EFE,1275,0,-354,,WALKING
07/01/2023 14:02:40.182,101,AM1V420 @1F3E5C,203696,9104C9FFCAFE,1169,-55,-310,,WALKING
07/01/2023 14:02:40.231,150,AM1V420 @1F3E5C,203701,F304C9FF07FF,1267,-55,-249,,WALKING
07/01/2023 14:02:40.231,150,AM1V420 @1F3E5C,203703,CA0457FF1BFF,1226,-169,-229,,WALKING
07/01/2023 14:02:40.233,152,AM1V420 @1F3E5C,203706,5A05AEFFA6FE,1370,-82,-346,,WALKING
07/01/2023 14:02:40.281,200,AM1V420 @1F3E5C,203708,43062B0053FF,1603,43,-173,,WALKING
07/01/2023 14:02:40.282,201,AM1V420 @1F3E5C,203711,01051E00FFFF,1281,30,-1,,WALKING
07/01/2023 14:02:40.330,249,AM1V420 @1F3E5C,203718,3A03F5FF5400,826,-11,84,,WALKING
07/01/2023 14:02:40.329,248,AM1V420 @1F3E5C,203716,18031C00B200,792,28,178,,WALKING
07/01/2023 14:02:40.329,248,AM1V420 @1F3E5C,203713,B4032800AE00,948,40,174,,WALKING
07/01/2023 14:02:40.377,296,AM1V420 @1F3E5C,203721,BB033A001400,955,58,20,,WALKING
07/01/2023 14:02:40.378,297,AM1V420 @1F3E5C,203723,0504EFFF1800,1029,-17,24,,WALKING
07/01/2023 14:02:40.427,346,AM1V420 @1F3E5C,203726,1C04BFFF0200,1052,-65,2,,WALKING
07/01/2023 14:02:40.427,346,AM1V420 @1F3E5C,203728,E403AAFFD6FF,996,-86,-42,,WALKING
07/01/2023 14:02:40.429,348,AM1V420 @1F3E5C,203731,7403B7FFBCFF,884,-73,-68,,WALKING
07/01/2023 14:02:40.475,394,AM1V420 @1F3E5C,203733,2903C0FFC6FF,809,-64,-58,,WALKING
07/01/2023 14:02:40.476,395,AM1V420 @1F3E5C,203736,F302C8FFD2FF,755,-56,-46,,WALKING
07/01/2023 14:02:40.525,444,AM1V420 @1F3E5C,203741,EC02F3FFAAFF,748,-13,-86,,WALKING
07/01/2023 14:02:40.524,443,AM1V420 @1F3E5C,203738,EA02D4FFC3FF,746,-44,-61,,WALKING
07/01/2023 14:02:40.573,492,AM1V420 @1F3E5C,203743,05031A009FFF,773,26,-97,,WALKING
07/01/2023 14:02:40.574,493,AM1V420 @1F3E5C,203746,2F032B0093FF,815,43,-109,,WALKING
07/01/2023 14:02:40.574,493,AM1V420 @1F3E5C,203748,52030F0079FF,850,15,-135,,WALKING
07/01/2023 14:02:40.620,539,AM1V420 @1F3E5C,203751,6603060027FF,870,6,-217,,WALKING
07/01/2023 14:02:40.621,540,AM1V420 @1F3E5C,203753,9D03E6FFFDFE,925,-26,-259,,WALKING
07/01/2023 14:02:40.670,589,AM1V420 @1F3E5C,203756,D503DFFF0AFF,981,-33,-246,,WALKING
07/01/2023 14:02:40.671,590,AM1V420 @1F3E5C,203761,39049FFFFFFE,1081,-97,-257,,WALKING
07/01/2023 14:02:40.670,589,AM1V420 @1F3E5C,203758,0C04D0FF22FF,1036,-48,-222,,WALKING
07/01/2023 14:02:40.719,638,AM1V420 @1F3E5C,203763,78047DFFB3FE,1144,-131,-333,,WALKING
07/01/2023 14:02:40.719,638,AM1V420 @1F3E5C,203766,B104A7FFDFFE,1201,-89,-289,,WALKING
07/01/2023 14:02:40.770,689,AM1V420 @1F3E5C,203768,C9040B0011FF,1225,11,-239,,WALKING
07/01/2023 14:02:40.771,690,AM1V420 @1F3E5C,203771,4A05D4FFA5FE,1354,-44,-347,,WALKING
07/01/2023 14:02:40.771,690,AM1V420 @1F3E5C,203773,6A0602FF8AFF,1642,-254,-118,,WALKING
07/01/2023 14:02:40.817,736,AM1V420 @1F3E5C,203776,370558FF1000,1335,-168,16,,WALKING
07/01/2023 14:02:40.817,736,AM1V420 @1F3E5C,203778,CD0394FF4100,973,-108,65,,WALKING
07/01/2023 14:02:40.865,784,AM1V420 @1F3E5C,203781,33037EFFAC00,819,-130,172,,WALKING
07/01/2023 14:02:40.867,786,AM1V420 @1F3E5C,203786,0504A4FF1700,1029,-92,23,,WALKING
07/01/2023 14:02:40.866,785,AM1V420 @1F3E5C,203783,3D0393FF5900,829,-109,89,,WALKING
07/01/2023 14:02:40.918,837,AM1V420 @1F3E5C,203791,73049AFF1800,1139,-102,24,,WALKING
07/01/2023 14:02:40.918,837,AM1V420 @1F3E5C,203788,7804A4FF0000,1144,-92,0,,WALKING
07/01/2023 14:02:40.963,882,AM1V420 @1F3E5C,203793,0C04BCFFC9FF,1036,-68,-55,,WALKING
07/01/2023 14:02:40.966,885,AM1V420 @1F3E5C,203796,9403EEFF88FF,916,-18,-120,,WALKING
07/01/2023 14:02:41.014,933,AM1V420 @1F3E5C,203801,D102CCFFC7FF,721,-52,-57,,WALKING
07/01/2023 14:02:41.015,934,AM1V420 @1F3E5C,203803,9702D3FFD6FF,663,-45,-42,,WALKING
07/01/2023 14:02:41.013,932,AM1V420 @1F3E5C,203798,2503EBFF9EFF,805,-21,-98,,WALKING
07/01/2023 14:02:41.061,980,AM1V420 @1F3E5C,203806,9002C3FFB6FF,656,-61,-74,,WALKING
07/01/2023 14:02:41.063,982,AM1V420 @1F3E5C,203808,C202C1FFA9FF,706,-63,-87,,WALKING
07/01/2023 14:02:41.107,1026,AM1V420 @1F3E5C,203811,E702B6FFA4FF,743,-74,-92,,WALKING
07/01/2023 14:02:41.108,1027,AM1V420 @1F3E5C,203813,0603A0FF74FF,774,-96,-140,,WALKING
07/01/2023 14:02:41.111,1030,AM1V420 @1F3E5C,203816,3C03A8FF38FF,828,-88,-200,,WALKING
07/01/2023 14:02:41.158,1077,AM1V420 @1F3E5C,203821,B203C0FF34FF,946,-64,-204,,WALKING
07/01/2023 14:02:41.157,1076,AM1V420 @1F3E5C,203818,7703B5FF10FF,887,-75,-240,,WALKING
07/01/2023 14:02:41.205,1124,AM1V420 @1F3E5C,203823,E803C2FF6CFF,1000,-62,-148,,WALKING
07/01/2023 14:02:41.210,1129,AM1V420 @1F3E5C,203828,BA04D7FFD3FE,1210,-41,-301,,WALKING
07/01/2023 14:02:41.210,1129,AM1V420 @1F3E5C,203826,4504ADFF28FF,1093,-83,-216,,WALKING
07/01/2023 14:02:41.255,1174,AM1V420 @1F3E5C,203833,210583FFF5FE,1313,-125,-267,,WALKING
07/01/2023 14:02:41.255,1174,AM1V420 @1F3E5C,203831,1D05DEFFC6FE,1309,-34,-314,,WALKING
07/01/2023 14:02:41.304,1223,AM1V420 @1F3E5C,203836,34057EFF9CFE,1332,-130,-356,,WALKING
07/01/2023 14:02:41.305,1224,AM1V420 @1F3E5C,203838,4D060100E9FE,1613,1,-279,,WALKING
07/01/2023 14:02:41.352,1271,AM1V420 @1F3E5C,203843,7B0417005000,1147,23,80,,WALKING
07/01/2023 14:02:41.351,1270,AM1V420 @1F3E5C,203841,20062500EEFF,1568,37,-18,,WALKING
07/01/2023 14:02:41.356,1275,AM1V420 @1F3E5C,203846,3C037000D100,828,112,209,,WALKING
07/01/2023 14:02:41.400,1319,AM1V420 @1F3E5C,203848,DC022400C500,732,36,197,,WALKING
07/01/2023 14:02:41.403,1322,AM1V420 @1F3E5C,203851,1E032F007200,798,47,114,,WALKING
07/01/2023 14:02:41.454,1371,AM1V420 @1F3E5C,203853,B60322004B00,950,34,75,,WALKING
07/01/2023 14:02:41.452,1371,AM1V420 @1F3E5C,203856,1004F0FF1E00,1040,-16,30,,WALKING
07/01/2023 14:02:41.454,1373,AM1V420 @1F3E5C,203858,31049BFF0000,1073,-101,0,,WALKING
07/01/2023 14:02:41.499,1419,AM1V420 @1F3E5C,203863,B803AAFFC4FF,952,-86,-60,,WALKING
07/01/2023 14:02:41.499,1418,AM1V420 @1F3E5C,203861,ED038EFFDBFF,1005,-114,-37,,WALKING
07/01/2023 14:02:41.549,1468,AM1V420 @1F3E5C,203866,5E03C6FFC4FF,862,-58,-60,,WALKING
07/01/2023 14:02:41.549,1468,AM1V420 @1F3E5C,203868,1903D9FFEBFF,793,-39,-21,,WALKING
07/01/2023 14:02:41.551,1470,AM1V420 @1F3E5C,203871,0203E5FFDDFF,770,-27,-35,,WALKING
07/01/2023 14:02:41.595,1514,AM1V420 @1F3E5C,203873,00030300B7FF,768,3,-73,,WALKING
07/01/2023 14:02:41.597,1516,AM1V420 @1F3E5C,203876,0D031800A8FF,781,24,-88,,WALKING
07/01/2023 14:02:41.647,1566,AM1V420 @1F3E5C,203881,34032A0099FF,820,42,-103,,WALKING
07/01/2023 14:02:41.648,1567,AM1V420 @1F3E5C,203883,3C0333007CFF,828,51,-132,,WALKING
07/01/2023 14:02:41.646,1565,AM1V420 @1F3E5C,203878,1F032E0098FF,799,46,-104,,WALKING
07/01/2023 14:02:41.694,1613,AM1V420 @1F3E5C,203886,5F03180034FF,863,24,-204,,WALKING
07/01/2023 14:02:41.695,1614,AM1V420 @1F3E5C,203888,9003FAFFFFFE,912,-6,-257,,WALKING
07/01/2023 14:02:41.744,1663,AM1V420 @1F3E5C,203893,FD0396FFFDFE,1021,-106,-259,,WALKING
07/01/2023 14:02:41.743,1662,AM1V420 @1F3E5C,203891,C103D1FFFDFE,961,-47,-259,,WALKING
07/01/2023 14:02:41.794,1713,AM1V420 @1F3E5C,203898,8C0495FFCFFE,1164,-107,-305,,WALKING
07/01/2023 14:02:41.795,1714,AM1V420 @1F3E5C,203901,980418002FFF,1176,24,-209,,WALKING
07/01/2023 14:02:41.792,1711,AM1V420 @1F3E5C,203896,30047AFFB8FE,1072,-134,-328,,WALKING
07/01/2023 14:02:41.843,1762,AM1V420 @1F3E5C,203906,59055FFF0CFE,1369,-161,-500,,WALKING
07/01/2023 14:02:41.842,1761,AM1V420 @1F3E5C,203903,CD041D00CDFE,1229,29,-307,,WALKING
07/01/2023 14:02:41.891,1810,AM1V420 @1F3E5C,203908,1006D7FE1DFF,1552,-297,-227,,WALKING
07/01/2023 14:02:41.893,1812,AM1V420 @1F3E5C,203913,C903B8FF0900,969,-72,9,,WALKING
07/01/2023 14:02:41.895,1811,AM1V420 @1F3E5C,203911,F9048DFF84FF,1273,-115,-124,,WALKING
07/01/2023 14:02:41.939,1858,AM1V420 @1F3E5C,203916,EB02D4FF6000,747,-44,96,,WALKING
07/01/2023 14:02:41.940,1859,AM1V420 @1F3E5C,203918,EB02B6FF5800,747,-74,88,,WALKING
07/01/2023 14:02:41.989,1908,AM1V420 @1F3E5C,203923,750461FFF0FF,1141,-159,-16,,WALKING
07/01/2023 14:02:41.989,1908,AM1V420 @1F3E5C,203921,D00386FF2600,976,-122,38,,WALKING
07/01/2023 14:02:41.990,1909,AM1V420 @1F3E5C,203926,830473FFCDFF,1155,-141,-51,,WALKING
07/01/2023 14:02:42.038,1957,AM1V420 @1F3E5C,203931,AB0314005EFF,939,20,-162,,WALKING
07/01/2023 14:02:42.037,1956,AM1V420 @1F3E5C,203928,3604BDFF8EFF,1078,-67,-114,,WALKING
07/01/2023 14:02:42.086,2005,AM1V420 @1F3E5C,203933,1E0316009FFF,798,22,-97,,WALKING
07/01/2023 14:02:42.087,2006,AM1V420 @1F3E5C,203936,B302E0FFA1FF,691,-32,-95,,WALKING
07/01/2023 14:02:42.091,2010,AM1V420 @1F3E5C,203938,9102BFFFB0FF,657,-65,-80,,WALKING
07/01/2023 14:02:42.131,2050,AM1V420 @1F3E5C,203941,AA02ADFF9DFF,682,-83,-99,,WALKING
07/01/2023 14:02:42.132,2051,AM1V420 @1F3E5C,203943,FA029AFF8BFF,762,-102,-117,,WALKING
07/01/2023 14:02:42.182,2101,AM1V420 @1F3E5C,203946,400387FF80FF,832,-121,-128,,WALKING
07/01/2023 14:02:42.183,2102,AM1V420 @1F3E5C,203948,63038DFF57FF,867,-115,-169,,WALKING
07/01/2023 14:02:42.232,2151,AM1V420 @1F3E5C,203953,9603CEFF24FF,918,-50,-220,,WALKING
07/01/2023 14:02:42.233,2152,AM1V420 @1F3E5C,203956,B103DCFF15FF,945,-36,-235,,WALKING
07/01/2023 14:02:42.231,2150,AM1V420 @1F3E5C,203951,7603ABFF32FF,886,-85,-206,,WALKING
07/01/2023 14:02:42.281,2200,AM1V420 @1F3E5C,203958,D503D9FF21FF,981,-39,-223,,WALKING
07/01/2023 14:02:42.282,2201,AM1V420 @1F3E5C,203961,0904BCFF4AFF,1033,-68,-182,,WALKING
07/01/2023 14:02:42.329,2248,AM1V420 @1F3E5C,203963,3704ADFF14FF,1079,-83,-236,,WALKING
07/01/2023 14:02:42.331,2250,AM1V420 @1F3E5C,203968,DE04DBFFEDFE,1246,-37,-275,,WALKING
07/01/2023 14:02:42.331,2250,AM1V420 @1F3E5C,203966,B804DCFFC7FE,1208,-36,-313,,WALKING
07/01/2023 14:02:42.378,2297,AM1V420 @1F3E5C,203971,E20449FF5BFF,1250,-183,-165,,WALKING
07/01/2023 14:02:42.381,2300,AM1V420 @1F3E5C,203973,12056EFFB6FE,1298,-146,-330,,WALKING
07/01/2023 14:02:42.426,2345,AM1V420 @1F3E5C,203976,F6052A00C1FE,1526,42,-319,,WALKING
07/01/2023 14:02:42.429,2348,AM1V420 @1F3E5C,203981,3C044F00E2FF,1084,79,-30,,WALKING
07/01/2023 14:02:42.429,2348,AM1V420 @1F3E5C,203978,C205880060FF,1474,136,-160,,WALKING
07/01/2023 14:02:42.474,2393,AM1V420 @1F3E5C,203983,250371002D00,805,113,45,,WALKING
07/01/2023 14:02:42.475,2394,AM1V420 @1F3E5C,203986,CB024500B400,715,69,180,,WALKING
07/01/2023 14:02:42.524,2443,AM1V420 @1F3E5C,203988,E6022C00AD00,742,44,173,,WALKING
07/01/2023 14:02:42.529,2448,AM1V420 @1F3E5C,203991,890326004700,905,38,71,,WALKING
07/01/2023 14:02:42.574,2493,AM1V420 @1F3E5C,203996,3B04E5FFEFFF,1083,-27,-17,,WALKING
07/01/2023 14:02:42.575,2494,AM1V420 @1F3E5C,203998,1104C9FFB3FF,1041,-55,-77,,WALKING
07/01/2023 14:02:42.572,2491,AM1V420 @1F3E5C,203993,160418001700,1046,24,23,,WALKING
07/01/2023 14:02:42.619,2538,AM1V420 @1F3E5C,204001,B203E7FF83FF,946,-25,-125,,WALKING
07/01/2023 14:02:42.620,2539,AM1V420 @1F3E5C,204003,5C03F7FF99FF,860,-9,-103,,WALKING
07/01/2023 14:02:42.671,2590,AM1V420 @1F3E5C,204011,FA021C00A9FF,762,28,-87,,WALKING
07/01/2023 14:02:42.669,2588,AM1V420 @1F3E5C,204006,1503FFFFBFFF,789,-1,-65,,WALKING
07/01/2023 14:02:42.670,2589,AM1V420 @1F3E5C,204008,F6020B00B0FF,758,11,-80,,WALKING
07/01/2023 14:02:42.720,2639,AM1V420 @1F3E5C,204016,3D0329007FFF,829,41,-129,,WALKING
07/01/2023 14:02:42.720,2638,AM1V420 @1F3E5C,204013,15032200AAFF,789,34,-86,,WALKING
07/01/2023 14:02:42.768,2687,AM1V420 @1F3E5C,204018,71032D0059FF,881,45,-167,,WALKING
07/01/2023 14:02:42.769,2688,AM1V420 @1F3E5C,204023,9903F4FF11FF,921,-12,-239,,WALKING
07/01/2023 14:02:42.769,2688,AM1V420 @1F3E5C,204021,890310002BFF,905,16,-213,,WALKING
