Log start on,2023-04-28 17:32:44
Feature,Accelerometer
Nodes,AM1V420 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
28/04/2023 17:32:44.835,20,AM1V420 @1F3E5C,7246,A2FC030021FE,-862,3,-479,,STANDING
28/04/2023 17:32:44.929,114,AM1V420 @1F3E5C,7254,97FC020021FE,-873,2,-479,,STANDING
28/04/2023 17:32:44.930,115,AM1V420 @1F3E5C,7259,9FFC020020FE,-865,2,-480,,STANDING
28/04/2023 17:32:44.929,114,AM1V420 @1F3E5C,7256,9BFC030022FE,-869,3,-478,,STANDING
28/04/2023 17:32:44.977,162,AM1V420 @1F3E5C,7261,A2FC000022FE,-862,0,-478,,STANDING
28/04/2023 17:32:44.978,163,AM1V420 @1F3E5C,7264,9FFCFFFF21FE,-865,-1,-479,,STANDING
28/04/2023 17:32:45.025,210,AM1V420 @1F3E5C,7266,99FC00001FFE,-871,0,-481,,STANDING
28/04/2023 17:32:45.027,211,AM1V420 @1F3E5C,7269,95FC000020FE,-875,0,-480,,STANDING
28/04/2023 17:32:45.077,262,AM1V420 @1F3E5C,7276,9AFC000021FE,-870,0,-479,,STANDING
28/04/2023 17:32:45.076,261,AM1V420 @1F3E5C,7271,99FC000022FE,-871,0,-478,,STANDING
28/04/2023 17:32:45.076,262,AM1V420 @1F3E5C,7274,98FC000023FE,-872,0,-477,,STANDING
28/04/2023 17:32:45.126,311,AM1V420 @1F3E5C,7281,9CFC020026FE,-868,2,-474,,STANDING
28/04/2023 17:32:45.126,310,AM1V420 @1F3E5C,7279,9AFC020021FE,-870,2,-479,,STANDING
28/04/2023 17:32:45.172,357,AM1V420 @1F3E5C,7284,A2FC010025FE,-862,1,-475,,STANDING
28/04/2023 17:32:45.172,357,AM1V420 @1F3E5C,7286,A4FCFEFF19FE,-860,-2,-487,,STANDING
