Log start on,2024-05-09 13:49:37
Feature,Accelerometer
Nodes,FRI2022 @1F3E5C, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
09/05/2024 13:49:37.339,30,FRI2022 @1F3E5C,207072,DE0390FFFFFF,990,-112,-1,,STANDING
09/05/2024 13:49:37.480,171,FRI2022 @1F3E5C,207084,CF0377FF0800,975,-137,8,,STANDING
09/05/2024 13:49:37.481,172,FRI2022 @1F3E5C,207087,D90384FFF8FF,985,-124,-8,,STANDING
09/05/2024 13:49:37.487,178,FRI2022 @1F3E5C,207089,E40397FF0400,996,-105,4,,STANDING
09/05/2024 13:49:37.531,222,FRI2022 @1F3E5C,207092,E2039BFF0000,994,-101,0,,STANDING
09/05/2024 13:49:37.534,225,FRI2022 @1F3E5C,207094,E9039CFF0500,1001,-100,5,,STANDING
09/05/2024 13:49:37.581,272,FRI2022 @1F3E5C,207099,E8038CFF0400,1000,-116,4,,STANDING
09/05/2024 13:49:37.580,271,FRI2022 @1F3E5C,207097,EC0397FF0100,1004,-105,1,,STANDING
09/05/2024 13:49:37.583,274,FRI2022 @1F3E5C,207102,E50387FF0000,997,-121,0,,STANDING
09/05/2024 13:49:37.631,322,FRI2022 @1F3E5C,207104,E3038AFF0400,995,-118,4,,STANDING
09/05/2024 13:49:37.631,322,FRI2022 @1F3E5C,207107,DF0396FF0700,991,-106,7,,STANDING
09/05/2024 13:49:37.679,370,FRI2022 @1F3E5C,207114,E5039CFF0C00,997,-100,12,,STANDING
09/05/2024 13:49:37.679,370,FRI2022 @1F3E5C,207109,E40392FFF8FF,996,-110,-8,,STANDING
09/05/2024 13:49:37.679,370,FRI2022 @1F3E5C,207112,E60399FF0400,998,-103,4,,STANDING
09/05/2024 13:49:37.729,420,FRI2022 @1F3E5C,207119,E10389FFFDFF,993,-119,-3,,STANDING
09/05/2024 13:49:37.728,419,FRI2022 @1F3E5C,207117,E40390FF0100,996,-112,1,,STANDING
09/05/2024 13:49:37.775,466,FRI2022 @1F3E5C,207122,DE038BFF0100,990,-117,1,,STANDING
09/05/2024 13:49:37.776,467,FRI2022 @1F3E5C,207127,DE0391FF0000,990,-111,0,,STANDING
09/05/2024 13:49:37.775,466,FRI2022 @1F3E5C,207124,DC0392FF0800,988,-110,8,,STANDING
09/05/2024 13:49:37.824,515,FRI2022 @1F3E5C,207129,E1038CFFF4FF,993,-116,-12,,STANDING
09/05/2024 13:49:37.827,518,FRI2022 @1F3E5C,207132,E40384FFF3FF,996,-124,-13,,STANDING
09/05/2024 13:49:37.871,562,FRI2022 @1F3E5C,207134,E40381FFF8FF,996,-127,-8,,STANDING
09/05/2024 13:49:37.871,562,FRI2022 @1F3E5C,207137,E40382FF0000,996,-126,0,,STANDING
09/05/2024 13:49:37.921,612,FRI2022 @1F3E5C,207142,E4038AFF0900,996,-118,9,,STANDING
09/05/2024 13:49:37.921,612,FRI2022 @1F3E5C,207139,E70383FF0000,999,-125,0,,STANDING
09/05/2024 13:49:37.923,614,FRI2022 @1F3E5C,207144,DD0392FF0200,989,-110,2,,STANDING
09/05/2024 13:49:37.969,660,FRI2022 @1F3E5C,207147,DD038FFFF7FF,989,-113,-9,,STANDING
09/05/2024 13:49:37.973,664,FRI2022 @1F3E5C,207149,E30384FFF5FF,995,-124,-11,,STANDING
09/05/2024 13:49:38.020,711,FRI2022 @1F3E5C,207152,E00383FFFFFF,992,-125,-1,,STANDING
09/05/2024 13:49:38.066,757,FRI2022 @1F3E5C,207163,D90384FFFDFF,985,-124,-3,,STANDING
09/05/2024 13:49:38.070,761,FRI2022 @1F3E5C,207163,EF0379FF0000,1007,-135,0,,STANDING
09/05/2024 13:49:38.115,806,FRI2022 @1F3E5C,207164,EC0377FF0E00,1004,-137,14,,STANDING
09/05/2024 13:49:38.117,808,FRI2022 @1F3E5C,207167,D70377FF1100,983,-137,17,,STANDING
09/05/2024 13:49:38.117,808,FRI2022 @1F3E5C,207169,DD0389FFEEFF,989,-119,-18,,STANDING
09/05/2024 13:49:38.165,856,FRI2022 @1F3E5C,207172,DE039BFFF0FF,990,-101,-16,,STANDING
09/05/2024 13:49:38.170,861,FRI2022 @1F3E5C,207174,DD0399FFF6FF,989,-103,-10,,STANDING
09/05/2024 13:49:38.212,903,FRI2022 @1F3E5C,207177,DE038EFFFAFF,990,-114,-6,,STANDING
09/05/2024 13:49:38.214,905,FRI2022 @1F3E5C,207179,E60386FFF5FF,998,-122,-11,,STANDING
09/05/2024 13:49:38.264,955,FRI2022 @1F3E5C,207184,E5038EFFEFFF,997,-114,-17,,STANDING
09/05/2024 13:49:38.264,955,FRI2022 @1F3E5C,207187,E00395FFEDFF,992,-107,-19,,STANDING
09/05/2024 13:49:38.262,953,FRI2022 @1F3E5C,207182,E80388FFF7FF,1000,-120,-9,,STANDING
09/05/2024 13:49:38.312,1003,FRI2022 @1F3E5C,207192,DA038CFFE1FF,986,-116,-31,,STANDING
09/05/2024 13:49:38.311,1002,FRI2022 @1F3E5C,207189,DA0394FFEDFF,986,-108,-19,,STANDING
09/05/2024 13:49:38.359,1050,FRI2022 @1F3E5C,207194,DF038BFFEDFF,991,-117,-19,,STANDING
09/05/2024 13:49:38.359,1050,FRI2022 @1F3E5C,207197,DD038AFFEDFF,989,-118,-19,,STANDING
09/05/2024 13:49:38.369,1054,FRI2022 @1F3E5C,207199,E10389FFE2FF,993,-119,-30,,STANDING
09/05/2024 13:49:38.408,1099,FRI2022 @1F3E5C,207202,E10390FFE7FF,993,-112,-25,,STANDING
